	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	diagnostic_odds_ratio	accuracy	informedness	f1_score	markedness	threat_score	specificity	recall	false_omission_rate	miss_rate	fall_out	negative_predictive_value	prevalence	precision	false_discovery_rate	prevalence_threshold	balanced_accuracy	positive_likelyhood_ratio	matthews_correlation_coefficient	fowlkes_mallows_index	negative_likelyhood_ratio	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
0	train	0.1288612562635842	1.0	True	False	0.5446814371923827	0.4585400392289315	-0.08291992154213701	0.187894673856339	-0.14920611641211856	0.10368860526236487	0.7918039111182724	0.12527616733959054	0.5248780501409849	0.8747238326604094	0.20819608888172758	0.4751219498590151	0.5	0.3756719337288663	0.6243280662711337	0.5631558378696389	0.4585400392289315	0.6017220016594916	-0.11123020932507424	0.21693948472927888	1.104722798634612	0.5047813615615862	0.4687444633775362	0.09851431846618652	0.19783902168273926	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.146410942077637	1.679619550704956	2.0742416381835938e-05	2.86102294921875e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5437878336685028	0.4584739342220239	-0.08305213155595215	0.1875423851438872	-0.14959314672755109	0.10347408050078777	0.7919455444624166	0.12500232398163125	0.5249115058436118	0.8749976760183688	0.2080544555375834	0.4750884941563882	0.5	0.37531835911606065	0.6246816408839393	0.5633412957902715	0.4584739342220239	0.6008154146886345	-0.1114631315811889	0.2166002472816687	1.1048710130850337	0.5037985462101856	0.46844315090062044	0.09851431846618652	0.19783902168273926	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.146410942077637	1.679619550704956	2.0742416381835938e-05	2.86102294921875e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5446814371923827	0.4585400392289315	-0.08291992154213701	0.187894673856339	-0.14920611641211856	0.10368860526236487	0.7918039111182724	0.12527616733959054	0.5248780501409849	0.8747238326604094	0.20819608888172758	0.4751219498590151	0.5	0.3756719337288663	0.6243280662711337	0.5631558378696389	0.4585400392289315	0.6017220016594916	-0.11123020932507424	0.21693948472927888	1.104722798634612	0.5047813574784876	0.4687444608776027	0.0978250503540039	0.1772301197052002	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.146410942077637	1.679619550704956	2.0742416381835938e-05	2.86102294921875e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5437878336685028	0.4584739342220239	-0.08305213155595215	0.1875423851438872	-0.14959314672755109	0.10347408050078777	0.7919455444624166	0.12500232398163125	0.5249115058436118	0.8749976760183688	0.2080544555375834	0.4750884941563882	0.5	0.37531835911606065	0.6246816408839393	0.5633412957902715	0.4584739342220239	0.6008154146886345	-0.1114631315811889	0.2166002472816687	1.1048710130850337	0.5037985339069567	0.468443143441778	0.0978250503540039	0.1772301197052002	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.146410942077637	1.679619550704956	2.0742416381835938e-05	2.86102294921875e-06	Walklets SkipGram	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5557635867366859	0.4601633454284041	-0.07967330914319182	0.18848936362233654	-0.14441389796047988	0.10405092845562532	0.7949389720532596	0.12538771880354857	0.5238606957971823	0.8746122811964514	0.20506102794674042	0.4761393042028177	0.5	0.37944679783670243	0.6205532021632976	0.5611790319620173	0.4601633454284041	0.6114653772052433	-0.10726571277336797	0.21812374558505862	1.1002256927187788	0.5046605436691504	0.469037490465909	0.1078181266784668	0.21497297286987305	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.008861064910889	1.6724026203155518	2.0265579223632812e-05	3.0994415283203125e-06	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.560220395267718	0.46070030862476063	-0.07859938275047873	0.1892147323074128	-0.1425137740090241	0.10449319181203728	0.7955430680275903	0.12585754922193096	0.5235371816624191	0.8741424507780691	0.20445693197240966	0.47646281833758086	0.5	0.38102340765339504	0.618976592346605	0.5603550972245306	0.46070030862476063	0.6155699785171126	-0.1058371138615869	0.2189855526820092	1.0987996576292873	0.5038868908680735	0.4690892854834608	0.1078181266784668	0.21497297286987305	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.008861064910889	1.6724026203155518	2.0265579223632812e-05	3.0994415283203125e-06	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5557635867366859	0.4601633454284041	-0.07967330914319182	0.18848936362233654	-0.14441389796047988	0.10405092845562532	0.7949389720532596	0.12538771880354857	0.5238606957971823	0.8746122811964514	0.20506102794674042	0.4761393042028177	0.5	0.37944679783670243	0.6205532021632976	0.5611790319620173	0.4601633454284041	0.6114653772052433	-0.10726571277336797	0.21812374558505862	1.1002256927187788	0.5046605354759485	0.4690374860491253	0.10250401496887207	0.19346022605895996	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.008861064910889	1.6724026203155518	2.0265579223632812e-05	3.0994415283203125e-06	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.560220395267718	0.46070030862476063	-0.07859938275047873	0.1892147323074128	-0.1425137740090241	0.10449319181203728	0.7955430680275903	0.12585754922193096	0.5235371816624191	0.8741424507780691	0.20445693197240966	0.47646281833758086	0.5	0.38102340765339504	0.618976592346605	0.5603550972245306	0.46070030862476063	0.6155699785171126	-0.1058371138615869	0.2189855526820092	1.0987996576292873	0.5038868905170156	0.4690892867046567	0.10250401496887207	0.19346022605895996	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.008861064910889	1.6724026203155518	2.0265579223632812e-05	3.0994415283203125e-06	Walklets SkipGram	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5555009717155295	0.46091050783803966	-0.07817898432392067	0.1847694423553172	-0.14449372359151091	0.10178841556912814	0.7996380774724917	0.12218293820358762	0.5233028539761707	0.8778170617964124	0.20036192252750828	0.4766971460238293	0.5	0.37880913038465974	0.6211908696153403	0.5615125575569642	0.46091050783803966	0.6098111690199657	-0.10628439467563269	0.21513719475893434	1.0977679609393165	0.5050993949876276	0.4697391785286714	0.09820675849914551	0.1908719539642334	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.817524433135986	1.6988439559936523	1.1205673217773438e-05	1.6689300537109375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5460754763592852	0.45959757934073286	-0.08080484131853427	0.18408901115095544	-0.1485611961425457	0.10137556977263197	0.7972674623979772	0.12192769628348858	0.5241159563429751	0.8780723037165115	0.2027325376020228	0.47588404365702486	0.5	0.3755547602004295	0.6244452397995706	0.5632172922948302	0.45959757934073286	0.6014214478133776	-0.10956488433978309	0.21398721162615386	1.1013522376486982	0.5018235956123568	0.4679228646263008	0.09820675849914551	0.1908719539642334	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.817524433135986	1.6988439559936523	1.1205673217773438e-05	1.6689300537109375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5555009717155295	0.46091050783803966	-0.07817898432392067	0.1847694423553172	-0.14449372359151091	0.10178841556912814	0.7996380774724917	0.12218293820358762	0.5233028539761707	0.8778170617964124	0.20036192252750828	0.4766971460238293	0.5	0.37880913038465974	0.6211908696153403	0.5615125575569642	0.46091050783803966	0.6098111690199657	-0.10628439467563269	0.21513719475893434	1.0977679609393165	0.5050993960390074	0.46973917935772175	0.08212018013000488	0.16979384422302246	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.817524433135986	1.6988439559936523	1.1205673217773438e-05	1.6689300537109375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5460754763592852	0.45959757934073286	-0.08080484131853427	0.18408901115095544	-0.1485611961425457	0.10137556977263197	0.7972674623979772	0.12192769628348858	0.5241159563429751	0.8780723037165115	0.2027325376020228	0.47588404365702486	0.5	0.3755547602004295	0.6244452397995706	0.5632172922948302	0.45959757934073286	0.6014214478133776	-0.10956488433978309	0.21398721162615386	1.1013522376486982	0.5018235946401964	0.4679228644663764	0.08212018013000488	0.16979384422302246	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.409385681152344e-05	2.6226043701171875e-06	1.9073486328125e-06	7.817524433135986	1.6988439559936523	1.1205673217773438e-05	1.6689300537109375e-06	Walklets SkipGram	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5297631459578046	0.45712008205229904	-0.08575983589540193	0.18342342384332058	-0.15574888452040503	0.10097202961374106	0.7922958220878096	0.1219443420167885	0.5256711946313705	0.8780556579832115	0.20770417791219042	0.47432880536862954	0.5	0.36992231011096544	0.6300776898890346	0.566178209858492	0.45712008205229904	0.5871058697160247	-0.11557248278617988	0.21239099016627816	1.1082421912429286	0.5060468167230588	0.4692127682862089	0.09797143936157227	0.1791672706604004	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	6.10631799697876	0.959190845489502	1.1920928955078125e-05	2.86102294921875e-06	Walklets SkipGram	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5290335506593787	0.45695986018926504	-0.08608027962146991	0.18359275369914224	-0.15607700533843238	0.1010746648765203	0.7918014576012791	0.122118262777251	0.5257774288824121	0.877881737222749	0.20819854239872093	0.4742225711175879	0.5	0.36970042354397964	0.6302995764560204	0.5662951331484113	0.45695986018926504	0.5865471552792256	-0.115910104227431	0.2124786423883697	1.108714474815752	0.504374996379675	0.46858537514672866	0.09797143936157227	0.1791672706604004	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	6.10631799697876	0.959190845489502	1.1920928955078125e-05	2.86102294921875e-06	Walklets SkipGram	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5297631459578046	0.45712008205229904	-0.08575983589540193	0.18342342384332058	-0.15574888452040503	0.10097202961374106	0.7922958220878096	0.1219443420167885	0.5256711946313705	0.8780556579832115	0.20770417791219042	0.47432880536862954	0.5	0.36992231011096544	0.6300776898890346	0.566178209858492	0.45712008205229904	0.5871058697160247	-0.11557248278617988	0.21239099016627816	1.1082421912429286	0.506046826250889	0.46921277263100214	0.08054256439208984	0.1604173183441162	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	6.10631799697876	0.959190845489502	1.1920928955078125e-05	2.86102294921875e-06	Walklets SkipGram	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5290335506593787	0.45695986018926504	-0.08608027962146991	0.18359275369914224	-0.15607700533843238	0.1010746648765203	0.7918014576012791	0.122118262777251	0.5257774288824121	0.877881737222749	0.20819854239872093	0.4742225711175879	0.5	0.36970042354397964	0.6302995764560204	0.5662951331484113	0.45695986018926504	0.5865471552792256	-0.115910104227431	0.2124786423883697	1.108714474815752	0.5043749896069581	0.4685853732081152	0.08054256439208984	0.1604173183441162	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	6.10631799697876	0.959190845489502	1.1920928955078125e-05	2.86102294921875e-06	Walklets SkipGram	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5257417030806966	0.45626950213961903	-0.08746099572076182	0.18419254131381296	-0.1575606707279038	0.10143836585354925	0.7897758435304799	0.12276316074875822	0.5262328525223986	0.8772368392512417	0.21022415646952008	0.4737671474776014	0.5	0.3686721817944948	0.6313278182055052	0.5668372490530136	0.4562695021396191	0.5839631506218333	-0.11739000446500358	0.21274247887347975	1.110741543233066	0.505699260554502	0.4688683063595752	0.09653735160827637	0.1672346591949463	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	5.94695520401001	0.9322028160095215	4.0531158447265625e-06	1.430511474609375e-06	Walklets SkipGram	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5284199861313943	0.4565694312752152	-0.08686113744956958	0.1848285719265831	-0.15636574639823309	0.10182430654649302	0.7899236804432298	0.12321518210720063	0.5260576872129373	0.8767848178927994	0.2100763195567702	0.47394231278706267	0.5	0.3696919408147043	0.6303080591852956	0.5662996035579241	0.4565694312752152	0.5865258034183307	-0.1165422952850228	0.2134283481898509	1.1099614299457783	0.5035870066377022	0.46812860035788595	0.09653735160827637	0.1672346591949463	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	5.94695520401001	0.9322028160095215	4.0531158447265625e-06	1.430511474609375e-06	Walklets SkipGram	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5257417030806966	0.45626950213961903	-0.08746099572076182	0.18419254131381296	-0.1575606707279038	0.10143836585354925	0.7897758435304799	0.12276316074875822	0.5262328525223986	0.8772368392512417	0.21022415646952008	0.4737671474776014	0.5	0.3686721817944948	0.6313278182055052	0.5668372490530136	0.4562695021396191	0.5839631506218333	-0.11739000446500358	0.21274247887347975	1.110741543233066	0.505699260554502	0.4688683063595752	0.08036375045776367	0.1611320972442627	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	5.94695520401001	0.9322028160095215	4.0531158447265625e-06	1.430511474609375e-06	Walklets SkipGram	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.5284199861313943	0.4565694312752152	-0.08686113744956958	0.1848285719265831	-0.15636574639823309	0.10182430654649302	0.7899236804432298	0.12321518210720063	0.5260576872129373	0.8767848178927994	0.2100763195567702	0.47394231278706267	0.5	0.3696919408147043	0.6303080591852956	0.5662996035579241	0.4565694312752152	0.5865258034183307	-0.1165422952850228	0.2134283481898509	1.1099614299457783	0.5035870066377022	0.46812860035788595	0.08036375045776367	0.1611320972442627	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	5.94695520401001	0.9322028160095215	4.0531158447265625e-06	1.430511474609375e-06	Walklets SkipGram	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	True	False	0.5534952002656446	0.4601753527040385	-0.07964929459192305	0.18677295727836282	-0.1453737486489869	0.10300583042155512	0.7963697745111102	0.12398093089696673	0.5238130309515208	0.8760190691030333	0.20363022548888976	0.47618696904847924	0.5	0.3784392823025339	0.6215607176974661	0.5617060777588736	0.4601753527040385	0.6088532809866737	-0.10760537408547646	0.21660852824357615	1.1000154666101178	0.5042793271173314	0.4689417285173133	0.10581755638122559	0.19386696815490723	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	7.179431200027466	0.9392139911651611	7.3909759521484375e-06	1.6689300537109375e-06	Walklets SkipGram	126	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	True	False	0.556257911518291	0.46070495658802313	-0.07859008682395374	0.18628772803380292	-0.14418248612442386	0.1027107391360667	0.797946065034302	0.12346384814174428	0.523466981623071	0.8765361518582557	0.202053934965698	0.47653301837692896	0.5	0.3792844954986471	0.6207155045013528	0.5612639071244407	0.46070495658802313	0.6110440173446972	-0.10644864537894308	0.2163976047805591	1.098490474817462	0.502732984472793	0.46860875086147086	0.10581755638122559	0.19386696815490723	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.5510787963867188e-05	2.1457672119140625e-06	1.1920928955078125e-06	7.179431200027466	0.9392139911651611	7.3909759521484375e-06	1.6689300537109375e-06	Walklets SkipGram	126	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
