	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	balanced_accuracy	negative_predictive_value	prevalence	miss_rate	markedness	false_omission_rate	f1_score	matthews_correlation_coefficient	fall_out	prevalence_threshold	false_discovery_rate	specificity	informedness	diagnostic_odds_ratio	accuracy	positive_likelyhood_ratio	fowlkes_mallows_index	recall	negative_likelyhood_ratio	threat_score	precision	auroc	auprc	time_required_for_training	time_required_for_evaluation	time	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
1	test	0.007185042262073829	1.0	True	False	0.9050736497545008	0.914572864321608	0.5	0.08346972176759415	0.8105728643216081	0.08542713567839195	0.9061488673139159	0.8103600539793574	0.1063829787234043	0.2541168490573518	0.10399999999999998	0.8936170212765957	0.8101472995090016	92.23529411764696	0.9050736497545008	8.615384615384611	0.906207001350263	0.9165302782324058	0.09340659340659346	0.8284023668639053	0.896	0.9591022203412077	0.9504993296635622	4.899816513061523	0.008090734481811523	1689643925.4967568	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.5020370483398438e-05	9.5367431640625e-07	1.1920928955078125e-06	222.97540378570557	222.7851402759552	2.2172927856445312e-05	3.337860107421875e-06	8.344650268554688e-06	Walklets CBOW	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.767175572519084	0.7364864864864865	0.5	0.2977099236641222	0.5435040303461356	0.2635135135135135	0.7510204081632653	0.5389081563200883	0.16793893129770987	0.3284126788115424	0.19298245614035092	0.8320610687022901	0.5343511450381679	11.68764568764569	0.767175572519084	4.1818181818181825	0.7528349171508888	0.7022900763358778	0.3577981651376147	0.6013071895424836	0.8070175438596491	0.8547986119452151	0.7468604062141346	4.899027585983276	0.008117437362670898	1689644286.5031862	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.19512391090393	355.00449800491333	2.2649765014648438e-05	3.337860107421875e-06	7.62939453125e-06	Walklets SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.6243862520458265	0.5853932584269663	0.5	0.6039279869067102	0.3143089210775687	0.41460674157303373	0.513255567338282	0.27962728292284444	0.14729950900163669	0.37881899023017185	0.27108433734939763	0.8527004909983633	0.24877250409165308	3.7965070761818733	0.6243862520458265	2.6888888888888887	0.537310984329609	0.3960720130932897	0.7082533589251438	0.34522111269614836	0.7289156626506024	0.7849973615199788	0.6953072380083555	4.899027585983276	0.008117437362670898	1689644286.5031862	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.19512391090393	355.00449800491333	2.2649765014648438e-05	3.337860107421875e-06	7.62939453125e-06	Walklets SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.9242093784078518	0.9778869778869779	0.5	0.019629225736095934	0.8592595269065857	0.022113022113022112	0.9282395456892101	0.8538219367058537	0.13195201744820062	0.2684018196817851	0.11862745098039218	0.8680479825517994	0.8484187568157036	328.5601469237839	0.9242093784078517	7.429752066115705	0.929554672032422	0.9803707742639041	0.02261306532663313	0.8660886319845857	0.8813725490196078	0.9576359810866832	0.9190998608743303	4.860032796859741	0.007860183715820312	1689644292.1096878	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.19512391090393	355.00449800491333	2.2649765014648438e-05	3.337860107421875e-06	7.62939453125e-06	Walklets SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.8756137479541735	0.8614173228346457	0.5	0.14402618657937805	0.7523883620169285	0.13858267716535433	0.8731218697829716	0.751807704901034	0.10474631751227492	0.2591580523234604	0.10902896081771718	0.8952536824877251	0.7512274959083469	50.79563210227276	0.8756137479541735	8.171875000000004	0.8732971304522837	0.855973813420622	0.1608775137111517	0.7748148148148148	0.8909710391822828	0.9362257949592978	0.8973436761963882	4.860032796859741	0.007860183715820312	1689644292.1096878	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.19512391090393	355.00449800491333	2.2649765014648438e-05	3.337860107421875e-06	7.62939453125e-06	Walklets SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.8595965103598691	0.8181379643029426	0.5	0.20556161395856054	0.7316175881273939	0.18186203569705742	0.8498104403616215	0.7253787033109187	0.07524536532170123	0.23533270344536142	0.08652037617554864	0.9247546346782988	0.7191930207197381	47.496866951139786	0.8595965103598692	10.557971014492749	0.8518821972742701	0.7944383860414395	0.22228773584905662	0.7388438133874239	0.9134796238244514	0.9448922509391846	0.9014456588248928	4.91642427444458	0.007977485656738281	1689644652.1684206	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	354.3074538707733	354.11813592910767	2.384185791015625e-05	3.337860107421875e-06	6.9141387939453125e-06	Walklets SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.6734860883797054	0.6167400881057269	0.5	0.5695581014729951	0.45431970594012183	0.3832599118942731	0.5686486486486486	0.39703437800112407	0.08346972176759415	0.30572880595917895	0.16242038216560506	0.9165302782324058	0.3469721767594107	8.29839981969799	0.6734860883797054	5.156862745098037	0.6004409720098722	0.43044189852700493	0.6214285714285716	0.3972809667673716	0.8375796178343949	0.8716680818919911	0.7931271707203352	4.91642427444458	0.007977485656738281	1689644652.1684206	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	354.3074538707733	354.11813592910767	2.384185791015625e-05	3.337860107421875e-06	6.9141387939453125e-06	Walklets SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.9580152671755725	0.9827586206896551	0.5	0.016357688113413316	0.9184432679925596	0.017241379310344827	0.9590643274853801	0.9172361078536083	0.06761177753544168	0.20771733035276121	0.06431535269709543	0.9323882224645583	0.916030534351145	829.2580645161282	0.9580152671755725	14.54838709677419	0.9593638567664589	0.9836423118865867	0.01754385964912282	0.9213483146067416	0.9356846473029046	0.9837476319704503	0.9653929330793756	4.851365089416504	0.006005764007568359	1689644657.7474096	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	354.3074538707733	354.11813592910767	2.384185791015625e-05	3.337860107421875e-06	6.9141387939453125e-06	Walklets SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.8936170212765957	0.8728682170542635	0.5	0.13420621931260224	0.7896793089086831	0.12713178294573643	0.8905723905723906	0.7884557277823486	0.07855973813420625	0.23149412535620945	0.08318890814558055	0.9214402618657938	0.7872340425531914	75.66742886178862	0.8936170212765957	11.02083333333333	0.8909373386455295	0.8657937806873978	0.14564831261101238	0.802731411229135	0.9168110918544194	0.9568380830438148	0.9386187753459405	4.851365089416504	0.006005764007568359	1689644657.7474096	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	354.3074538707733	354.11813592910767	2.384185791015625e-05	3.337860107421875e-06	6.9141387939453125e-06	Walklets SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.7985278080697928	0.7557216254086876	0.5	0.2851690294438386	0.6142677943674302	0.24427837459131246	0.7801249628086879	0.6056005584878124	0.11777535441657583	0.2887149205181749	0.14145383104125742	0.8822246455834242	0.5970556161395857	18.776981091990645	0.7985278080697928	6.069444444444443	0.7833998922798318	0.7148309705561614	0.323238566131026	0.6395121951219512	0.8585461689587426	0.9004271075017035	0.8188291911346374	4.864100217819214	0.00799107551574707	1689645017.2055235	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	353.804566860199	353.61576437950134	2.3365020751953125e-05	3.337860107421875e-06	7.152557373046875e-06	Walklets SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.6399345335515548	0.594059405940594	0.5	0.6039279869067102	0.3672223452377188	0.40594059405940597	0.5238095238095238	0.32058411560945504	0.11620294599018	0.3513457787482037	0.22683706070287535	0.88379705400982	0.27986906710310966	4.987976640329786	0.6399345335515548	3.4084507042253533	0.5533788953479678	0.3960720130932897	0.6833333333333332	0.3548387096774194	0.7731629392971247	0.8265701634786149	0.7336463826435264	4.864100217819214	0.00799107551574707	1689645017.2055235	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	353.804566860199	353.61576437950134	2.3365020751953125e-05	3.337860107421875e-06	7.152557373046875e-06	Walklets SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.9263904034896402	0.973365617433414	0.5	0.02399127589967287	0.8612624428302393	0.026634382566585957	0.9298701298701298	0.8570111323767725	0.12322791712104686	0.2621704541268128	0.11210317460317465	0.8767720828789531	0.8527808069792804	289.4529364440867	0.9263904034896401	7.920353982300887	0.9309108698947963	0.9760087241003271	0.027363184079602018	0.8689320388349514	0.8878968253968254	0.9558062211540406	0.9182058058031599	4.914159536361694	0.007747650146484375	1689645022.83359	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	353.804566860199	353.61576437950134	2.3365020751953125e-05	3.337860107421875e-06	7.152557373046875e-06	Walklets SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.8747954173486088	0.8669871794871795	0.5	0.1358428805237316	0.7499303232998886	0.1330128205128205	0.8734491315136477	0.7497605597836671	0.11456628477905073	0.26692104246979614	0.117056856187291	0.8854337152209493	0.7495908346972175	49.16488812392426	0.8747954173486089	7.542857142857143	0.8734996301192756	0.8641571194762684	0.15341959334565622	0.775330396475771	0.882943143812709	0.9355367096948739	0.9009950467628614	4.914159536361694	0.007747650146484375	1689645022.83359	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	353.804566860199	353.61576437950134	2.3365020751953125e-05	3.337860107421875e-06	7.152557373046875e-06	Walklets SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.8271537622682661	0.7991026919242273	0.5	0.21973827699018533	0.6601135222491372	0.2008973080757727	0.818649885583524	0.6572041118677849	0.12595419847328249	0.28662028761053315	0.13898916967509023	0.8740458015267175	0.6543075245365322	24.64087525377848	0.8271537622682661	6.194805194805193	0.8196424793770911	0.7802617230098147	0.2514036182158452	0.6929782082324455	0.8610108303249098	0.9044139595118975	0.8248688408560985	4.991590261459351	0.006486177444458008	1689645383.8262708	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.1658079624176	354.978333234787	2.0503997802734375e-05	2.86102294921875e-06	9.059906005859375e-06	Walklets SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.6423895253682488	0.6013986013986015	0.5	0.5597381342062193	0.3404095904095905	0.3986013986013986	0.5517948717948717	0.31135433194102685	0.15548281505728312	0.37275467326166567	0.26098901098901095	0.8445171849427169	0.28477905073649756	4.272206832871654	0.6423895253682488	2.8315789473684214	0.5704019257191242	0.4402618657937807	0.6627906976744186	0.3810198300283286	0.739010989010989	0.8094535265897177	0.7165708781890957	4.991590261459351	0.006486177444458008	1689645383.8262708	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.1658079624176	354.978333234787	2.0503997802734375e-05	2.86102294921875e-06	9.059906005859375e-06	Walklets SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.9487459105779716	0.9719036697247706	0.5	0.026717557251908386	0.8996583474794484	0.02809633027522936	0.9499733901011176	0.8985744313619638	0.07579062159214833	0.21817219521013348	0.07224532224532221	0.9242093784078517	0.8974918211559433	444.21891058581707	0.9487459105779716	12.841726618705032	0.9502459360797295	0.9732824427480916	0.028908554572271376	0.9047136340598074	0.9277546777546778	0.9760834961570434	0.9524905850330313	4.868809700012207	0.01214909553527832	1689645389.4195333	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.1658079624176	354.978333234787	2.0503997802734375e-05	2.86102294921875e-06	9.059906005859375e-06	Walklets SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.8846153846153846	0.8604294478527608	0.5	0.14893617021276595	0.7727101496071467	0.13957055214723926	0.8806096528365792	0.7709684966162549	0.08183306055646478	0.236691819076534	0.08771929824561409	0.9181669394435352	0.7692307692307692	64.11428571428574	0.8846153846153846	10.400000000000004	0.8811407991212716	0.851063829787234	0.1622103386809269	0.7866868381240545	0.9122807017543859	0.9428748985457556	0.9198989845550839	4.868809700012207	0.01214909553527832	1689645389.4195333	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	355.1658079624176	354.978333234787	2.0503997802734375e-05	2.86102294921875e-06	9.059906005859375e-06	Walklets SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.8026172300981461	0.758139534883721	0.5	0.2835332606324973	0.623752183105065	0.24186046511627907	0.7840095465393795	0.6144235638693007	0.11123227917121048	0.28264977307685674	0.13438735177865613	0.8887677208287895	0.6052344601962922	20.190610859728505	0.8026172300981461	6.441176470588235	0.7875167754571425	0.7164667393675027	0.31901840490797545	0.6447497546614328	0.8656126482213439	0.9018193840090666	0.8250021287151789	4.902500152587891	0.007977724075317383	1689645752.3673525	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	356.8277704715729	356.63805174827576	2.5033950805664062e-05	3.0994415283203125e-06	1.0967254638671875e-05	Walklets SkipGram	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.6268412438625205	0.5843307943416758	0.5	0.6252045826513912	0.3401063718994317	0.41566920565832427	0.5010940919037199	0.2937329237838104	0.1211129296235679	0.36243098612289254	0.24422442244224418	0.8788870703764321	0.253682487725041	4.350254704966748	0.6268412438625205	3.094594594594595	0.5322229072603367	0.37479541734860883	0.7113594040968343	0.3343065693430657	0.7557755775577558	0.8207306848529817	0.7306566206984184	4.902500152587891	0.007977724075317383	1689645752.3673525	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	356.8277704715729	356.63805174827576	2.5033950805664062e-05	3.0994415283203125e-06	1.0967254638671875e-05	Walklets SkipGram	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.9457470010905125	0.9823008849557522	0.5	0.016357688113413316	0.8966445240839833	0.017699115044247787	0.9477278697136853	0.8940655542572539	0.09214830970556165	0.2343460398296501	0.08565636087176887	0.9078516902944384	0.8914940021810249	592.4378698224845	0.9457470010905126	10.674556213017746	0.9483602116553015	0.9836423118865867	0.018018018018018032	0.9006490264603095	0.9143436391282311	0.9713907691740526	0.9490413673105	4.975828170776367	0.00788569450378418	1689645758.1468275	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	356.8277704715729	356.63805174827576	2.5033950805664062e-05	3.0994415283203125e-06	1.0967254638671875e-05	Walklets SkipGram	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.007185042262073829	1.0	True	False	0.8878887070376432	0.8714733542319749	0.5	0.13420621931260224	0.777295272040194	0.12852664576802508	0.8853556485355648	0.7765359721972243	0.09001636661211132	0.24382397722194146	0.09417808219178081	0.9099836333878887	0.7757774140752864	65.2159645232816	0.8878887070376432	9.618181818181816	0.8855817200285286	0.8657937806873978	0.14748201438848915	0.7942942942942943	0.9058219178082192	0.9395580478997967	0.8996520638638102	4.975828170776367	0.00788569450378418	1689645758.1468275	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	356.8277704715729	356.63805174827576	2.5033950805664062e-05	3.0994415283203125e-06	1.0967254638671875e-05	Walklets SkipGram	210		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.007185042262073829	1.0	True	False	0.7914394765539804	0.7380846325167039	0.5	0.32061068702290074	0.613699530619304	0.2619153674832962	0.7651212772490021	0.5980907455647737	0.09651035986913847	0.2737315196493172	0.12438510189739982	0.9034896401308615	0.5828789531079608	19.837637880010767	0.7914394765539804	7.039548022598872	0.7712868493980941	0.6793893129770993	0.3548581774290887	0.6195922426653406	0.8756148981026002	0.9145731481800808	0.846075614959828	5.0435590744018555	0.008714914321899414	1689646120.3819106	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.4781951904296875e-05	9.5367431640625e-07	1.1920928955078125e-06	356.2923574447632	356.1012353897095	2.7418136596679688e-05	3.814697265625e-06	1.52587890625e-05	Walklets SkipGram	252		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
